,account_uuid,premium
416,2fb46db1-73315-f4cf-32fdc-92436b1dca,346.0
417,2fcc54f2-9c506-326a-1de60-5a7109e727,500.0
418,2fea6ba8-1e7a-4e4d-8176-9f71f56a29cb,1952.0
419,2ff13880-ce506-2196-41c05-f044d07b1a,1000.0
420,2ffa9b75-51b2-42db-aaa0-a800a381fa86,900.0
421,30229585-ce846-44a0-09e18-dbc61eefc7,4638.0
422,302f304e-52eb-4858-902d-6200b05bd473,250.0
423,3035e6ce-dfb2-4ef8-b060-727b6de2fc78,1500.0
424,3071edc2-59210-cabc-f6e21-3f1642c3ac,874.0
425,307939b6-5c764-8693-d30cf-317910657a,650.0
426,3083adf6-982ab-2352-88cfc-a39e28a45c,495.0
427,308b3c6b-e093-4523-862c-aac36116eead,342.04
428,308f5cb3-5f752-5f2a-5000c-844cca46b9,1030.14
429,309034fe-fa6b3-3ae2-a52e0-c8a1a70a6e,350.0
430,309c183a-73c5a-56ce-ab162-c56dee7d74,2000.0
431,30af386c-c964f-f9b1-c9763-677108cbb3,500.0
432,30df824f-771c2-8f17-cd578-bd5b296c36,1431.0
433,30fb8db9-ac9bf-554c-18899-b67c283c77,769.0
434,31042103-e0876-b2a1-00d3e-7eb6ee9736,509.0
435,3160a83e-ef9e-4e7c-b87f-ed5df8d93cec,395.0
436,31629585-ed48-4871-b993-a734c71caf97,500.0
437,316afcc0-dc86c-1da2-7089c-5b87b6e5f5,811.0
438,317e5837-61d17-c0d1-43c43-677f0ee2d1,657.0
439,31864f4f-11e84-99a3-452f1-49018f3203,597.0
440,31a1094a-e4674-0bcf-72a0a-0e5e5e3cc5,7449.0
441,31c9cfa1-509a-4650-8acf-9a23ee09d0e0,500.0
442,3250b296-f4d4b-f73d-6438e-93f4676106,851.0
443,328336d5-d9ee-4337-923a-3e690acd77f8,299.89
444,328e75aa-cfbd6-c656-7ed3b-a0c72ec1b9,350.0
445,32bbe4a7-c61b-4334-8a38-f6562591c49a,512.0
446,32ca12b1-d47b-4c38-8a94-c23c29f2f4cb,559.0
447,330859d8-4bef2-b097-b3729-3e5754bd91,1050.0
448,331cf214-0a27f-f274-8af01-40f38dc054,350.0
449,33373c0d-6e02f-e035-b90ac-bf4976b1f4,5534.0
450,333a75c0-b7b7-4e09-afed-bd883f7646d8,2238.0
451,3349efba-40912-f496-de65d-e82409f7ea,703.0
452,3362bd8f-dc033-343c-a71b3-c48059608c,1199.0
453,337f0011-07fd5-fe9e-87b57-3ff72f50a8,404.0
454,339e210f-72ee1-b2ea-55001-6e1eac837a,5485.0
455,33c29cb8-d1ac-48ad-99aa-4219c095acb4,712.0
456,33f7ecc3-af5f-490f-854c-7c90ce62e29d,4433.0
457,3402931b-457ef-a95f-08b74-6aee348f51,623.0
458,34084f42-8a215-ef57-95e53-86f6fb0fdf,555.0
459,3423567b-1286-4c8b-9cd4-7ba890e199b9,176.0
460,34479c62-a0b62-9842-66c10-41ff295fd2,7213.0
461,3450dee8-42f23-2859-63d53-c8e8123708,592.53
462,347ce328-7fab0-75d3-522ca-e041c44fc0,951.0
463,34bab070-dfde-4f18-92ef-a282dc10590e,345.0
464,34f0c8b5-7cc90-7395-99c1a-1a935bd99e,1078.0
465,352be375-eccb-40fb-906a-3b8c042f3f4e,1223.0
466,35388513-589d-4b97-9272-079737a3adaa,850.0
467,3566d807-619d-461f-a4a6-32e0b92c329f,3129.0
468,3581364c-d971-4ba2-97df-84d1277cdb4f,500.0
469,35c9a7ed-b941-4dcc-9e19-6575deffe344,2106.0
470,35f14d2c-af51-42a1-b864-fd16d49ef610,650.34
471,35fff1c0-72f43-b11d-af479-9ed12043f6,1015.0
472,36288e0b-b82c5-030b-4dd15-86c32d0789,1068.0
473,362e853d-099c-4573-bd81-afc573047631,5357.0
474,36457212-d4a1-4a05-a0f9-e299edbb0f37,7983.91
475,366a4d55-aa47-4257-b28b-742ac5a1e8e7,1176.48
476,367518ac-ee4a-46ec-9997-be5126cbdca3,1138.0
477,36963abb-320a-45cd-bea4-f742dff90378,516.0
478,36c9d18d-b65d6-23a6-934d3-f061f4975a,1134.0
479,36cfcded-6f20-4339-bf6e-26bd4fb75380,404.0
480,36d57a43-a764c-1645-60f96-4706c98ca5,1603.0
481,372021d3-05576-99c2-a8b0e-8d3c1d991f,26344.0
482,37294dc5-abfc1-7f91-69941-a413f0cfca,500.0
483,373480ee-efaad-d271-413e8-ad2eff5a9e,21590.6
484,3781a712-0722-408c-a746-6c31803ca04f,1805.0
485,37944f96-a9f7-48d2-9e99-92eaf7b0083b,657.0
486,37a0f87c-e597-4e67-b358-9d278a2f9f55,815.65
487,37a1ad61-034a-4db8-94d0-6f12c63efefa,499.0
488,37a361e2-55dd-4719-9044-e9655a40e1c2,827.0
489,37f252d3-9247-4d14-bd58-d7f052c97a94,535.25
490,37f4ac12-82568-34f5-05704-b60c51eafe,505.0
491,3803cf66-077a-4026-98a2-55dcbf107234,3925.45
492,3810a847-326a-4724-81c1-68466457b951,1605.0
493,38252c8b-612b-4fd1-a989-7d7567e074f8,1164.1100000000001
494,384ea7df-d7cef-b3d2-7461c-7cffb631f1,2006.0
495,3860d923-51279-4ba7-b9e37-82a7bd7100,1733.0
496,388499ab-175a-4381-8021-78d2cc221cb6,521.0
497,38b36ed5-911c6-171d-6843e-091ae77d49,1461.0
498,38cf9038-a081-4f03-a9ea-6d69e296c7fa,1013.0
499,3929245e-925a-468a-ba8a-99c3580bb628,5481.0
500,3949db6a-aca0a-1583-09750-97b100b38a,1854.0
501,398756ed-4d11-43bf-85f8-225c49419e84,700.0
502,39ad982b-007cd-27bc-b2fff-20ffff32ea,794.0
503,39b80527-6d268-49cb-de57d-5cf6f9dab8,1179.0
504,39f3c336-e2b31-fbba-eb7e9-3c45553951,2490.0
505,3a1e5b4f-d346-4640-ab74-d3bbaba97047,1144.0
506,3a466079-2feea-cd93-99607-3ae367faef,11574.79
507,3a7e4199-612c-4c52-8d5a-90146d30a751,690.0
508,3a9f4e5f-e9e28-dee6-00f38-05636e86ce,2472.0
509,3aa5d6f5-2b914-0810-e1c9a-b90b380820,524.05
510,3b0bd499-6f73d-3cea-ca68a-94577932c6,885.0
511,3b1d3fa9-40b2-4020-99c5-2a7544299b5a,250.0
512,3b9bab6b-9e053-edc8-f966f-7b00af0a8c,543.51
513,3bded076-1d90c-b72e-90262-9e22b03c11,416.0
514,3bf21c93-9fbd-49e3-b5db-ea42ec547536,6330.51
515,3c059ea1-86f46-971d-d082d-43966c8a1e,772.0
516,3c0cb276-7bb9-4f4c-b9fa-993309284807,540.0
517,3c0da365-e9f39-accc-2723b-e9d4f0baa5,1795.0
518,3c1ecd74-d7101-5ef3-3a579-ab38d965ad,17100.59
519,3c27fec3-108c3-adaa-6d9f0-f6a9d5d5b1,795.0
520,3c315685-55c0-469d-b194-5e4955ea2a43,354.15
521,3c4255ec-0ee7-4d57-b9de-d25c279b1d59,558.0
522,3c6a79c6-ea12-4b40-ba37-1a2370674fc1,1862.0
523,3c6e331a-dba4b-9d06-dca18-1156267fd6,850.0
524,3ca5ec2a-3b69-442c-8938-5d86cb8c7f17,3576.0
525,3ce9f4aa-dc4dd-f74f-0033e-8771d9ca70,500.0
526,3ceb7f9f-4765-4aaf-88b6-e2d5b39590d3,15620.0
527,3d193fa2-2d433-0016-f60b5-189885b47a,1844.0
528,3d3b2c5f-c01a-4790-89f4-2ab3f88c2007,500.0
529,3d46d496-961a-4c02-abe3-0e66adcc1eb8,610.0
530,3d664311-8f46-4e76-938e-b805aa7556aa,395.0
531,3d6dac22-443e7-a34c-643c6-61b14278d8,1166.6599999999999
532,3d99dc19-b8c1f-4fe9-5ac01-c7a8e8fa71,850.0
533,3d9dc198-70c20-3abd-19a99-ceb8e885af,1124.0
534,3dc7d4c7-c00c3-905c-43bbd-264112acf6,896.0
535,3dd28d45-e7325-140f-67127-68fc332bbc,737.0
536,3dd94984-76c2-403c-83a7-111ffd5c624d,501.0
537,3e26b153-fb24a-4fad-b9030-25732849eb,3159.0
538,3e8872e7-c7857-4c2b-d0360-85d238453b,842.0
539,3eae6b1e-7344-4db6-bcf7-9b4d638e7cd2,552.0
540,3ec4feca-f7923-54c2-091e8-cbd33411e7,500.0
541,3ec8b5fe-1b6ec-ad84-b8ac1-ede990c122,28074.4
542,3f009173-54367-f57b-7d012-7fd821289a,5007.0
543,3f6b2e4c-0c709-e9dc-48686-53e803c56a,1157.47
544,3f78abce-5bf6a-e4e1-971ca-c8c400bd7d,500.0
545,3fa6fe61-dd1d-423a-8b55-6282602b096c,719.0
546,3fa7f4ea-513ab-758d-f0b38-4f7f166f88,815.38
547,3fbeed1d-e1ba6-237a-38d3d-e850c0a38f,794.04
548,3fc34a47-2a22a-6275-0c8f7-78db44b0f1,919.0
549,3fd71a4a-b5b2d-4a0a-a6150-49ff2f5b63,746.0
550,4005448e-c3c1e-f709-e7001-3bb24f0fe1,500.0
551,40110787-bbbe-41da-86cb-eced77d33d3b,530.0
552,404ff49c-cd2ba-ec3d-995c6-6465a2d799,3249.0
553,40b3f703-f265-4aab-95af-f356383c3f17,947.0
554,40e7f6b2-c8b47-51d9-2a7b4-6dfcf7e1cb,2977.0
555,40ea11aa-32fbb-caed-32d24-1d7ce3e88b,350.0
556,411b58a5-2502-44e3-9f6b-6ca53ba971c6,600.0
557,41644ade-cae68-e47d-94e2f-5481f637f4,652.0
558,419db54f-5751-4c1f-a9e2-868afe04ff45,1958.0
559,41c61edc-6a4a1-b039-a0b07-82c26338d7,7992.0
560,41f08d31-e5213-797f-34f74-db3fb6900f,1065.0
561,41f88a7a-39c0e-be19-53f96-56af4f951f,1625.0
562,4217df86-89d24-4242-706cf-4d4fc79f0c,7023.0
563,4222cc5e-ba268-5e45-815c7-f7b50cdbd5,1070.0
564,4231e23f-3080b-6083-e9b99-0feaf505af,1446.0
565,423bdf48-98a0-423c-864b-5764cd97cfd7,2080.0
566,428ecece-af4ce-566f-f150b-96b1a17c71,2410.0
567,42979723-ee87e-ea16-0d9e0-fee56cd1e1,888.4
568,429d125b-2e7df-c0b7-8c335-53aaf7918b,869.0
569,42adfdae-3c792-faca-a4e6d-96c3bbdc4f,500.0
570,42b5752e-6092-4ead-aa58-ef47e752c469,2544.5
571,431b8a87-aeed5-314b-5617c-0439f96f29,1709.69
572,43255a82-2525-47f4-9fa1-aa5339e667e5,550.0
573,43384a2b-ce9bd-89e5-08fa4-69edd9b337,850.0
574,433901c9-efaf7-9fb7-f8b7d-d0c14d9803,3373.0
575,4342e279-8f1a3-2b28-13af1-c22286df7c,2393.0
576,43719809-21961-ed10-7f20d-7a8ccfbbf0,850.0
577,43a5fc25-21d75-d4e9-8ba31-a4a9a78ea1,440.0
578,43b828ce-ef91-4f4e-b137-bf148f822c52,712.25
579,43e2975d-91dca-619b-f2be2-a1bf720dad,764.14
580,43e838f0-f1bf4-966b-82162-50fcbff187,648.0
581,446459b1-b7cb-4d9e-9a5c-c9746466b46e,1000.0
582,449771dc-7ebb-46ea-a611-52a5a1d8a1b4,1064.0
583,449a52b4-b78c7-dfdb-de54e-94d86554a6,1219.0
584,44a38f52-7273-4795-9b06-47c42551bf3c,1513.0
585,44aa4563-54ae1-ed1f-40b53-2eec97263c,486.0
586,44cf3775-2b80-409b-baad-9dc74e970a1b,1196.0
587,44e65a19-4de3b-024f-95d49-6e6f40c04a,3156.0
588,44fdd115-c1e81-cedb-64f2b-b5ed5f09e6,650.0
589,451587fb-128e-46ff-8923-648f16a18fce,359.08
590,452c9d92-bfd24-1642-1951c-1751faff12,575.0
591,45797086-fd26c-acf6-010cc-77f53440e4,550.06
592,459542a7-ba4f2-71f2-05273-f5a600e40d,712.0
593,460a4d30-c01a1-405a-92a77-e0ade8e00c,1040.0
594,4612cfe8-d1a24-8c76-5f26c-d62ad813d1,1075.81
595,461a0fc1-b7b43-e71f-aa736-b45642f625,508.0
596,461b8e80-74eb9-2d73-763fc-328340be96,708.0
597,462f8bcc-3e61-40d7-86e4-f7ef2b693bca,700.0
598,463a637c-31736-52c7-04427-be75781f47,4837.0
599,4640445d-a15c0-bcf5-436ed-b99e334fb2,500.0
600,4648562c-7a3e-444a-aee9-7baafea7a927,383.0
601,4649fe2c-0ae6f-1bfa-51f8e-3ea6b21cfc,519.0
602,466a09bc-e8765-3100-3d7c0-bfdff60d0a,1272.0
603,4673c97a-75a0d-73db-b839b-bc10a13f65,5976.0
604,467a377c-dc13-42b3-9394-1a3dd8bec17f,1050.0
605,46a60c48-cbb78-c2bc-1408d-8b935cf62f,545.0
606,46b307b5-9295a-6515-8d8f0-9988b6ad19,13188.0
607,46b6427f-bbc8-4732-9b41-3fd8672c403a,1073.0
608,46cebb66-4668-456f-a15c-1e626137795c,1150.0
609,46d833fa-24454-3f4a-3d2e7-590778f299,350.0
610,471437d7-3ccd-45b2-8ece-a08e7bc56e3d,12281.25
611,472114fe-5542b-a1d4-d9090-54414c8325,400.0
612,47372aa9-7ff7-4f31-8d7b-d604a262ab62,650.0
613,475bb5a0-f4e24-ed6e-ce46b-824474aee1,877.0
614,47865358-8288c-17c4-f1036-5cf3e8a9a8,500.0
615,478b4f71-c82b-48fd-af42-fc07c0b40317,3075.0
616,47b28b3f-85886-299f-9b0d7-5fe05cff1d,1106.0
617,4813fee6-2d2c-4b94-a4c4-d7023ef81f43,643.0
618,481e46bc-66b7b-f8e7-bccc1-3befa32233,350.0
619,485195ee-7b67-42f6-9a47-9990e1c0731e,691.0
620,486a1bd7-fe10-41d2-aa2e-09fb629d183a,500.0
621,488c8f35-49f47-305e-a7046-97b6a6f7f9,500.0
622,489280f9-26f0-4bbc-b6d0-1b58c206049a,838.0
623,48ac172f-0ddd-4b94-b7cf-09901e8b2a84,3998.0
624,48bc5ab7-42ac-4537-9f6c-840ab1d56d10,556.92
625,48bd384a-ba6d-4bbc-8ef4-d436dbf9041a,3540.59
626,48bf13c2-7d7cb-d560-87fa8-c013d028d1,1634.0
627,48c28d10-d736-4aaa-bb1e-ddb9e2fdd69c,1614.5
628,48cc755b-066b6-90b2-4118f-da4c80f528,400.0
629,4902ada5-aa2bb-542b-f3e74-c671495271,500.0
630,491d5dab-09dc-4889-85e9-146e2b1651ca,2821.0
631,4976b2c7-5894-4f48-8a42-8e086bce1ba7,20267.0
632,498683e0-c13f-4302-ae58-2ce254b2fe8e,4689.66
633,49bee1ee-83e07-945c-5cd4c-4fc7a523dd,1204.7
634,49ce0ce5-840c-4e53-839c-53ad18549782,1005.0
635,49f4737e-e1f14-7835-ced02-f9eca1c4e3,650.0
636,4a54a6e6-18e20-6381-2350a-f3354a9067,4736.1
637,4a617e9c-1e5e5-5fd7-4bd23-4bc573631c,928.0
638,4afed7df-8b9e4-3809-f9ea5-d3b7f35b1f,250.97
639,4b2b1707-886c-4e69-82ab-36334e61b5c0,1787.0
640,4b3ab375-b1a07-6fa4-8f33e-cf79fa5282,1060.0
641,4b4b31de-c4a86-eb26-8a169-1a32f9d438,547.0
642,4b4c6aca-478a-46ec-9061-3a5d84f00320,1126.0
643,4b505c80-bf924-ff06-532cc-eab95036af,770.0
644,4b5786ad-7a67e-cfd2-d1d91-363503a9d8,10010.0
645,4b69d8b5-4dee8-4999-62bbc-e18c7af66f,500.0
646,4bb02509-dcc10-3a70-aaba1-8365906017,2809.0
647,4bb4b7e6-38b5c-a321-33a8f-f72a883114,3879.0
648,4bb58b24-73c95-4f6e-d40c6-8da1cd8229,495.0
649,4bc2abfe-7e20e-8f01-81c13-a6c777a47e,2747.0
650,4bde5489-47f8-416e-be0a-f6180b61a415,1798.0
651,4c0874a8-b5f48-f784-a2a80-d17e2c0463,5486.0
652,4c121313-a201-47e9-8db3-62dec7bfe8a7,530.0
653,4c723f5c-198e-485b-ad07-1ed2317ab6d0,350.0
654,4cb0a518-2d6ca-04f6-653df-ffcb830cc3,3310.0
655,4cb78027-3528b-6ee5-72097-fe3df26531,578.0
656,4cf4b4de-4d60-4604-a369-8a0962060bcb,2298.0
657,4cf71589-63b5-4e1e-b5e9-30d9d1239f1a,3183.2
658,4d0254f8-a5db4-48f3-7ca4e-43152eeb95,17480.76
659,4d0bda8a-29c4c-ff7c-3ac62-4e8561fa0c,1177.0
660,4d1bdc55-502b8-5f3b-ac829-d9257ce828,1004.06
661,4d1db5ef-aa9b8-241b-7cd41-1f24c77d2b,345.0
662,4d2045a2-a0400-e9d5-dbb6c-2510d91a23,6219.0
663,4d38644f-3cdf-44ff-802c-4334abe39b1d,8423.0
664,4d93e95b-05c7f-36e5-66a9e-8c010be3d2,652.0
665,4da01524-9d1ba-984a-903ca-1e25915e01,1700.0
666,4dcd7ab9-10e3-4f36-a4d1-4a5df2e5245b,500.0
667,4dd965dd-d96b-4afe-9dd5-57745055034a,2368.0
668,4df818cd-22603-ba4a-43c88-d221952308,1512.0
669,4e01218b-9d29-4539-88a1-bca1647b37e8,514.0
670,4e59e4d1-4dabc-bb2e-086be-c2d0e0599b,750.0
671,4e5a181f-eae4-4c80-9989-0794657ba5d7,3063.0
672,4e7583d3-0c83e-349a-e50ac-d0ad69327b,897.0
673,4f320b6b-04ed-4762-b0bb-328223b31b84,3491.0
674,4f41906e-f67f-4799-9515-1c788d8257e3,850.0
675,4f5a8931-f510-4a66-a016-7773bfdfad6a,1175.5
676,4f7ac294-3a69-4fc0-89cb-3f361c87669d,1064.0
677,4f877911-41bbc-73e6-c9b25-57f4e3d21c,2013.37
678,4f881ebb-20adb-2f93-3fc91-adc7ebf42a,1696.0
679,4f985294-0508-465a-bc57-41120c441f9a,4196.0
680,4fc90dfc-de139-ffaf-43c91-864db5c345,11474.0
681,4feb8928-52815-f4bc-a2ee4-65608dfb65,1000.0
682,4ff5d775-b3c3-4186-a0b9-63b93f4e20e8,15282.86
683,4ffd1b23-1f27-40c2-a623-db349df8f77f,966.0
684,5031f837-948ac-3e58-a8471-4031ef2a5c,1688.0
685,5043c0a4-797c0-8a9f-dfa66-02291be7a9,982.0
686,50465a25-8cea-48e4-aec2-aa09aa19cdfc,1345.0
687,504f4553-fb0a-4a71-afde-676eddb53178,1178.45
688,505d43d1-7797-4eee-ac31-a9665443ec0a,1024.0
689,5066d89a-80499-4848-4c1b5-a5da01ad6e,1490.9
690,50a32857-95a64-e346-9ba90-2b66357c94,2081.0
691,50a6e4f5-2f148-f441-4ce9b-2fb394f7b1,500.0
692,50f28984-cccd-4e61-8c8a-f4a72b8787b9,1150.0
693,50faf465-6de65-4770-993ba-7fae489d1f,1031.76
694,512bfed7-db9a-482a-b9e7-c66c50254104,17459.0
695,514bc332-b4e2-48c8-b342-f553d97a7de3,1118.5
696,515aedab-c6b8f-a75e-29d8b-0a080656b1,8340.0
697,518d2516-e5322-a0be-f8f5b-0ae7befb36,948.46
698,518f3273-ab51c-bbb4-44779-d82ba79170,4521.0
699,51be8e92-e842c-fbc6-cabf6-c10c7722b7,553.0
700,51c310bc-3a417-9fbd-b0bd8-3581dff7f0,698.0
701,51dc86bc-31e92-3555-c9c6e-d90602de13,346.0
702,51e0ecbf-dbb5-40e4-9dc2-88d376ea8de5,1030.0
703,521118a0-740b7-07c4-a05cc-02948e2b3f,4028.0
704,5221ab17-1b8f-42bb-b072-569361c60af5,5147.0
705,524dff07-a854-4eb1-a9d7-d9131cd2577b,980.0
706,5258ef2c-592b-4b02-ae9b-5b1d5c498916,500.0
707,5265714c-ca00a-2482-4fbec-8626b908ca,1745.13
708,526d4a39-a8e10-4ef3-30526-72f326a59f,500.0
709,5275c99f-268f4-b08c-e6854-5a9bf2a398,3824.86
710,5277cc11-9d8ab-faec-49733-40fa07be8d,2358.0
711,527d1fcc-8bcc-472e-bae4-2bc012bcb44a,2483.0
712,527e7e6a-eb298-f72b-f9848-ac194397e9,1613.0
713,52915b6f-7fd6-47d3-b647-2fdc891b6090,538.0
714,52bf1b2e-9926c-a8f8-6dc8a-4ece9739f7,1001.93
715,52c0e42c-a1fbc-40ee-cccf2-3f505a8151,740.11
716,52c46816-d9f4-4a5f-bd54-e3d6e062ef69,1753.0
717,52d24329-901a1-28d4-9c0b8-d759ca7e88,601.0
718,52dbaf99-d9178-c5a0-404b6-2b6634a440,3926.0
719,52de275f-ca04-4fc4-bd58-dfef191606c1,3302.0
720,530f3a4a-8320-49e9-bfb3-1abba4055ea1,557.0
721,53170c0f-05e26-8cdf-90283-084f75d8b2,661.0
722,5325113c-5a81-446c-8cac-f5ba64adfbfc,2467.0
723,534cf7b9-6c90-43df-9cf4-befbe665f880,982.0
724,535179be-aad9-414d-852a-378a1ceb38fa,2555.0
725,535c4f60-795ef-89ef-c00e3-6e5412ab39,3715.0
726,536ab15d-a2f86-98fe-2644b-fcf47b7a53,646.0
727,53e86c92-9ac4-4185-adde-bead35627775,981.0
728,54006820-0a61-4140-8156-392fd6e9bee0,350.0
729,543947cf-d4113-8ae5-d8669-e4cafc71f4,345.0
730,545b1913-0cd2-4572-a45e-398426484d7f,1029.0
731,545c2203-21955-54a4-ac19f-ad0a53921c,648.0
732,545e6e4f-da750-1fb1-0fd34-72576e728e,507.0
733,5465c9ba-50968-162f-7a73d-1389200344,14656.0
734,54764038-7c27-409c-8cde-17589070e752,850.0
735,547d2fa1-e482-429a-a5f4-a7920303656d,1026.0
736,549ad4e4-da907-70bf-3c696-091159eb18,786.0
737,54a3eaa8-7353-4818-8957-aedf507ebe3f,1515.0
738,54a96a87-dfa47-e776-4a4c6-ff2267a6c3,876.0
739,54ae6f97-0315-4ce0-b117-7a4c0d8260fe,2800.18
740,54b0949e-b9e1c-2548-b02db-fbfb36ddbb,613.36
741,54b72967-a2e71-da80-3ebe2-abb375b179,125.0
742,54e0d5f0-157e-4e48-8744-1d3954b11a53,2778.0
743,54f74dcf-b4c39-44e7-d3181-1318fca343,1993.0
744,5523580c-0201-4da1-a5c0-8aa740a098cf,1896.55
745,55362ffa-6a97-4003-a44e-4a51af121121,8066.0
746,5540d36d-e3c74-06ac-06236-42fb03712c,704.0
747,558e3e1a-88e18-067f-da141-43e8b3f0f0,630.0
748,559a7ac3-a67db-da42-30010-a7cb87dcce,3756.0
749,55a2d895-5c889-cd46-a24c8-ff7f1217a3,750.0
750,55b9c983-3e417-2d32-e5c12-b2efb73b5d,1537.0
751,55f4b569-14f8-4473-a003-e9f4d2a58c37,350.0
752,561a7ae5-79e59-763d-6e4f6-dbf9d9fb26,14599.0
753,561af345-545ad-8642-60b3c-185e313ac1,645.0
754,562e1d02-84c89-1440-a461f-766f11ffe7,1255.0
755,563e02b9-c4aa7-4e08-63470-c1008241bd,571.96
756,5682e6f7-24d4e-9870-1ea3d-251e8f20f5,1603.33
757,56953c5e-3f871-c939-55c04-fb9f88070b,754.94
758,56bb0385-f4334-6ce8-af09e-6deeea0b88,3518.0
759,56e028cc-7eca0-c10b-0652f-6bd8fa73b6,856.0
760,56e51f6f-ae3b9-4274-39df7-ea65a2738b,500.0
761,56e8f0e2-e2b2c-b869-196a6-5181e826d3,1207.0
762,56f00152-08aa4-15a9-60c23-8c421c0984,1000.0
763,56f55f98-9ba0-4680-84ba-9bb4181d72df,4354.0
764,5727ea2a-47c9-4fb8-a266-4d687d7b41a4,1166.0
765,572cd95d-d881-4102-9710-510247f5607e,1076.0
766,57570b7b-5b640-f5f7-2026a-b6a93c24ab,691.88
767,575ec854-00c13-8873-96f89-4b1a21be86,1878.0
768,576f6b49-29443-0589-8aba2-6e3b3a4ec7,1968.35
769,577a1ec5-0c09-4200-a6ee-f9b4482e0071,650.0
770,578b518e-f30a4-c685-8e5bb-17881b71f4,4561.0
771,579b62e5-f409-4538-8a0f-96a9c58e45a5,500.0
772,57a62e78-24d9c-b78e-7ffc3-642e4c2f2f,1174.0
773,57b5b9e1-de4cc-218f-6ab9e-4b24ca126f,500.0
774,57cdede7-aa0e9-6f20-51020-1f1f13e9c8,925.0
775,57e8e4f9-af0a3-70d1-2bf3d-ed434a2c21,500.0
776,57f7308b-5b192-dab7-ddff7-87f64201a4,954.0
777,5809f12b-4e03-464a-a72e-cf331e2ea8c2,500.0
778,580fe360-7fadf-4768-6a8fe-ae2e45d4e3,350.0
779,5833d768-5de90-b68c-cc8a5-ad394ba851,1953.0
780,583d89d0-7d277-2e38-0e5bf-f6bd0036ee,500.0
781,583e5d43-acbd8-1989-0dc1e-43dc0339a9,1437.9
782,583eb09b-913d3-85bf-8b1e5-27d6984934,550.0
783,584557d1-98b7-474d-a100-b64226c720f2,8775.0
784,5865c27e-d0f3-4243-a23b-0734f3acd882,1000.0
785,587158d3-4979b-0e52-31a56-9868decf06,847.74
786,587429fc-3477-400c-92e6-52ff4a2ba93c,5779.0599999999995
787,5886ccc2-c6f70-1f92-a98b4-dcbba3d3d5,176.0
788,58a067c6-386d-4507-a235-d04644421800,539.0
789,58cecb6d-0cb3d-696b-5dc3e-54070cefb9,390.0
790,58dae3c5-d146a-e4a2-519c2-2f5f26f6fa,3025.0
791,58e9295f-a43b7-0620-55d56-c6ccbdc872,816.0
792,58ece9cf-563ab-73ad-19314-2e86ed4a67,2321.2400000000002
793,594ea973-79ee5-1d1b-97e9e-46a2fc8783,500.0
794,59ac058e-c0004-ecc9-f873b-1d57e567e7,511.0
795,59bca5f2-8ba0d-2270-cee04-a5a4129c6d,2785.0
796,59e6838c-13c6-4058-b134-ee65ff2acb85,995.0
797,5a12d09f-b1f09-de8f-2f477-cc7f291a69,16727.11
798,5a458f34-61aaa-fa9d-3aaaf-1be470f9de,648.0
799,5a8f3f6a-fb866-b572-39d7b-42c61014a5,500.0
800,5a8f9c1c-bd0a3-ca4c-2fcbf-95a085ff26,549.0
801,5a9fd80b-8efd2-8bbd-60419-ef1f165766,475.0
802,5abc1630-658a-4b68-8ede-b0f2a2f4ce28,3376.0
803,5b0c3125-0cafd-db07-b7ade-bb34dbbce9,842.0
804,5b0eba5b-9dc0a-5e8d-bb976-44d4601309,36835.0
805,5b1cae3c-f10fb-7bb8-6a3f1-ac6f022ba0,641.0
806,5b6bb05c-57f8-44b7-a081-a5b8d16ac6e3,1244.0
807,5b7f4244-d3cc-4164-9480-c3dba8ea4bd0,495.0
808,5b9a7ad1-d84e6-2195-b99fc-5580901656,5001.0
809,5bada4b1-9bdd0-5f59-90e2f-24d75e45ef,2229.75
810,5bd79d4e-dbc8a-7312-96b3a-dd4eb3e11e,1690.0
811,5be4ec96-eec3-414d-87d1-b7c09cd2256c,620.0
812,5c008fab-43fc4-6aba-6e190-157146111a,850.0
813,5c0d849a-916e-4eb4-a2f3-02bea79f5b60,603.0
814,5c6152a5-1ab92-4b26-76efe-865d850a38,888.0
815,5c68b8ca-6178-4a13-8d68-51a4d598229a,767.0
816,5c709d5f-8f2a7-059a-1fb33-66a3ea99a3,1190.04
817,5c7a502f-ed1c7-a0ae-41b78-74448439aa,2956.0
818,5c9a3df2-e1bfa-dff1-4dcf8-87b095c96f,2540.0
819,5ca4fbf1-f6eb-406e-91dc-7a93b8815b7e,371.0
820,5cc5372c-4ce2-4cb2-b73b-3f66c15e9714,2299.11
821,5cc7e0a4-a96f-479e-9e4e-7efdd24bea1e,1977.0
822,5cd3eab0-53c9d-de21-8bfe2-2f4ce81008,1372.0
823,5cd3fc84-9ccd0-c63c-c4cc6-58ce974d37,546.0
824,5cf79a38-9810-400f-a94d-d71c6b1f1efd,400.0
825,5cfc8057-2324-41ad-a989-55da6568e223,495.0
826,5d03b43d-f63d5-eccc-9ba2e-e4cad02e0a,440.0
827,5d3dbd7a-2d4c3-6030-7d4d2-e3f700d1a3,779.0
828,5d63dba3-f917d-4795-ab1fc-eadff97b3a,512.0
829,5d729c3e-76e58-38ff-b1775-a71cdb6d45,650.0
830,5da2a589-7316-472b-972e-4ca120ef347e,505.0
831,5db2b4cb-608a-4669-91d2-aebe5ec6afff,495.0
